번호,소속지회,경로당명,주소,구군,동,위도,경도
319,달서구지회,월성태왕아너스베스트,"대구광역시 달서구  월배로33길 117(월성동, 태왕 아너스 BEST) ",달서구,월성동,35.8203771008791,128.526018860414
320,달서구지회,진천역계룡리슈빌,"대구광역시 달서구 진천로77(진천동,진천역계룡리슈빌아파트) ",달서구,진천역계룡리,35.816463475177,128.521119552293
321,달서구지회,성당동 제3,대구광역시 달서구 야외음악당로 2길3(성당동) ,달서구,성당동,35.8377078437831,128.552472301046
322,달서구지회,상인KCC스위첸,"대구광역시 달서구 월배로39길 26(상인동,상인역KCC스위첸) ",달서구,상인동,35.8204080931719,128.532972591141
323,달서구지회,이안월배아파트,"대구광역시 달서구  조암남로116(대천동, 이안월배아파트) ",달서구,대천동,35.8193073032641,128.521109528704
324,달서구지회,진천역AK그랑폴리스,"대구광역시 달서구 월배로 11길 33(유천동,진천역AK그랑폴리스) ",달서구,그랑폴리,35.8147390623623,128.516573475172
325,달서구지회,가무내,대구광역시 달서구 학산로 19길 55(본동) ,달서구,본동,35.8348066385892,128.535898382709
326,달서구지회,대곡역화성파크드림위드,대구광역시 달서구 비슬로2734(대곡동) ,달서구,대곡동,35.8096890630204,128.513998614954
327,달서구지회,월배1차아이파크,"대구광역시 달서구 조암남로182(유천동, 대구월배아이파크) ",달서구,유천동,35.8158388207393,128.514702775195
328,달서구지회,용산제2,대구광역시 달서구 용산로 205(용산동) ,달서구,용산동,35.8559862398909,128.528512232752
329,달서구지회,능골,대구광역시 달서구 성서동로60길16(장기동) ,달서구,장기동,35.8475139303581,128.516617396818
330,달서구지회,월배e편한세상,대구광역시 달서구 월성로132(월성동) ,달서구,월성동,35.8279929054665,128.520913554895
331,달서구지회,소나무,대구광역시 달서구 송현동4길31(송현동) ,달서구,송현동,35.8322554623044,128.547760392774
332,달서구지회,감삼제3,대구광역시 달서구 달구벌대로330길 31(감삼동) ,달서구,감삼동,35.8519323877322,128.546845951258
333,달서구지회,월배2차 아이파크,대구광역시 달서구 월배로5길76(유천동) ,달서구,유천동,35.8194603875557,128.513710162303
334,달서구지회,용전,대구광역시 달서구 와룡로43길66-7(용산동) ,달서구,용산동,35.8523902286879,128.533359645497
335,달서구지회,협성휴포레월성,대구광역시 달서구 조암로10길11(월성동) ,달서구,월성동,35.8242848030931,128.521946658613
336,달서구지회,본리,대구광역시 달서구 용산로4안길 23(본리동) ,달서구,본리,35.839547670918,128.53136177414
337,달서구지회,수목원제일풍경채,대구광역시 달서구 갈밭남로12(대곡동) ,달서구,대곡동,35.7987945595411,128.531482976624
338,달서구지회,수목원서한이다음,대구광역시 달서구 한실로6길123(대곡동) ,달서구,대곡동,35.796645140073,128.529470363461
339,달서구지회,대곡천년나무,대구광역시 달서구 갈밭로33(대곡동) ,달서구,대곡동,35.8024312237852,128.528889912518
340,달서구지회,월성수복정,"대구광역시 달서구 학산로7길 39(월성동, 월성주공3단지아파트) ",달서구,월성동,35.831576741843,128.529870668306
341,달서구지회,수목원호정포레스트,대구광역시 달서구 갈밭남로17(대곡동) ,달서구,대곡동,35.7992558668639,128.530548821266
342,달서구지회,월배삼정그린코아포레스트,대구광역시 달서구 조암남로32길40(유천동) ,달서구,유천동,35.8193842183495,128.514970515412
343,달서구지회,죽전역코오롱하늘채,"대구광역시 달서구 용산로12길77(장기동, 죽전역코오롱하늘채) ",달서구,장기동,35.8427779726533,128.534383284946
344,달서구지회,월성월드메르디앙,"대구광역시 달서구 조암로6길19(월성동,월성월드메르디앙아파트) ",달서구,월성동,35.8265229863632,128.523136449818
345,달서구지회,두류파크KCC스위첸,대구광역시 달서구 파도고개로70(두류동) ,달서구,두류동,35.8539903240152,128.571385328796
346,달서구지회,성서종합사회복지관(성서주공1단지),"대구광역시 달서구 신당로 56(신당동, 성서1단지아파트) ",달서구,신당동,35.8522985728705,128.498821273554
347,달서구지회,신당종합사회복지관(성서주공3단지),"대구광역시 달서구 신당로 55(신당동, 성서3단지아파트) ",달서구,신당동,35.853845021205,128.49745066579
348,달서구지회,본동종합사회복지관(본동복지관경로당),"대구광역시 달서구 송현로 113(송현동, 본동주공1차아파트) ",달서구,본동,35.827128164526,128.543324991785
349,달성군지회,화원읍노인회 경로당,대구광역시 달성군 화원읍 명천로 171  ,달성군,화원읍,35.8007211655121,128.499842657872
350,달성군지회,천내1리 경로당,대구광역시 달성군 화원읍 명천로33길 12  ,달성군,화원읍,35.8004048651506,128.500679518934
351,달성군지회,천내2리 경로당,대구광역시 달성군 화원읍 인흥길 17-8  ,달성군,화원읍,35.8019876192302,128.497598398006
352,달성군지회,천내3리 경로당,대구광역시 달성군 화원읍 명천로19길 29-3  ,달성군,화원읍,35.8010517271651,128.507355550092
353,달성군지회,천내4리 경로당(영남아파트),대구광역시 달성군 화원읍 화원로 10  ,달성군,화원읍,35.8058500268883,128.501202124077
354,달성군지회,천내5리 경로당(동산아파트),대구광역시 달성군 화원읍 비슬로525길 21  ,달성군,화원읍,35.8072806459622,128.502664459497
355,달성군지회,천내6리 경로당(현대연립아파트),대구광역시 달성군 화원읍 비슬로525길 2  ,달성군,화원읍,35.8061512709002,128.505087377363
356,달성군지회,천내7리 경로당,대구광역시 달성군 화원읍 비슬로525길 10(천내리 55)  ,달성군,천내리,35.8065250739296,128.504525915909
357,달성군지회,천내8리 경로당(평광2차아파트),대구광역시 달성군 화원읍 비슬로525길 37  ,달성군,화원읍,35.807636308909,128.501967226895
358,달성군지회,천내9리 경로당(우방아파트),대구광역시 달성군 화원읍 화원로 26  ,달성군,화원읍,35.8071202529567,128.500860184114
359,달성군지회,천내10리 경로당(에덴아파트),대구광역시 달성군 화원읍 비슬로525길 48  ,달성군,화원읍,35.8090024507939,128.501247744413
360,달성군지회,천내11리 경로당(창신아파트),대구광역시 달성군 화원읍 화원로 36   ,달성군,화원읍,35.8085552344644,128.498775694592
361,달성군지회,천내12리 경로당(보성아파트),대구광역시 달성군 화원읍 화원로 37  ,달성군,화원읍,35.8071970313963,128.498209306979
362,달성군지회,천내13리 경로당,대구광역시 달성군 화원읍 화원로7길 50-21  ,달성군,화원읍,35.8067912758561,128.49581123224
363,달성군지회,천내14리 경로당,대구광역시 달성군 화원읍 화원로1길 15-7  ,달성군,화원읍,35.804888639816,128.500193600082
364,달성군지회,천내15리 경로당(한샘타운아파트),대구광역시 달성군 화원읍 사문진로6길 17  ,달성군,화원읍,35.8045825296593,128.49299809799
365,달성군지회,천내16리 경로당(태왕리더스아파트),대구광역시 달성군 화원읍 화원로3길 66  ,달성군,화원읍,35.805317104198,128.497110545557
366,달성군지회,천내17리 경로당(화원이진캐스빌),대구광역시 달성군 화원읍 비슬로 2545  ,달성군,화원읍,35.8039095086189,128.495074085155
367,달성군지회,구라1리 경로당,대구광역시 달성군 화원읍 구라1길 20  ,달성군,화원읍,35.8137990021788,128.491939692838
368,달성군지회,구라3리 경로당,대구광역시 달성군 화원읍 구라1길 85  ,달성군,화원읍,,
369,달성군지회,구라4리 경로당(한우아파트),대구광역시 달성군 화원읍 비슬로 2679  ,달성군,화원읍,35.808301735526,128.50887378361
370,달성군지회,구라5리 경로당(청구청룡아파트),대구광역시 달성군 화원읍 비슬로 2715  ,달성군,화원읍,35.8106464400318,128.512239136468
371,달성군지회,구라6리 경로당(삼우청솔아파트),대구광역시 달성군 화원읍 비슬로539길 17  ,달성군,화원읍,35.8098644956417,128.508769044112
372,달성군지회,구라7리 경로당(청구청산아파트),대구광역시 달성군 화원읍 비슬로539길 5  ,달성군,화원읍,35.8089779472255,128.510037913968
373,달성군지회,구라8리 경로당(래미안),대구광역시 달성군 화원읍 비슬로539길 35  ,달성군,화원읍,35.8124519269362,128.506871694677
374,달성군지회,구라9리 경로당(신동아파밀리에),대구광역시 달성군 화원읍 비슬로539길 38  ,달성군,화원읍,35.8117749276309,128.509137758458
375,달성군지회,성산1리 경로당,대구광역시 달성군 화원읍 사문진로 319-1  ,달성군,화원읍,35.8088391236594,128.484738740261
376,달성군지회,성산2리 경로당,대구광역시 달성군 화원읍 성천로10길 16  ,달성군,화원읍,35.8015815851976,128.488854484819
377,달성군지회,성산3리 경로당,대구광역시 달성군 화원읍 사문진로1길 6  ,달성군,화원읍,35.8094257742882,128.480963060288
378,달성군지회,성산4리 경로당(대백아파트),대구광역시 달성군 화원읍 성화로6길 5  ,달성군,화원읍,35.80234563164,128.490087800499
379,달성군지회,성산5리 경로당(태왕타운아파트),대구광역시 달성군 화원읍 성화로4길 13  ,달성군,화원읍,35.8029174528059,128.492024979131
380,달성군지회,성산6리 경로당(삼주아파트),대구광역시 달성군 화원읍 사문진로 349  ,달성군,화원읍,35.8085729314681,128.488708305529
381,달성군지회,설화1리 경로당,대구광역시 달성군 화원읍 류목정길 42  ,달성군,화원읍,35.7935614706796,128.485342839118
382,달성군지회,설화2리 경로당(한빛아파트) ,대구광역시 달성군 화원읍 비슬로491길 13  ,달성군,화원읍,35.798361277951,128.486348432284
383,달성군지회,명곡1리 경로당,대구광역시 달성군 화원읍 명곡로22길 12  ,달성군,화원읍,35.7887845786994,128.50128011474
384,달성군지회,명곡2리 경로당,대구광역시 달성군 화원읍 비슬로500길 7  ,달성군,화원읍,35.7989627062413,128.491326026517
385,달성군지회,명곡3리 경로당(명곡미래빌1단지),대구광역시 달성군 화원읍 명곡로 11  ,달성군,화원읍,35.7987570336018,128.498646576869
386,달성군지회,명곡4리 경로당(명곡미래빌2단지),대구광역시 달성군 화원읍 명천로 231  ,달성군,화원읍,35.7980663646129,128.494050780763
387,달성군지회,명곡5리 경로당(명곡미래빌3단지),대구광역시 달성군 화원읍 명곡로 30  ,달성군,화원읍,35.796977027031,128.495232761867
388,달성군지회,명곡6리 경로당(명곡미래빌4단지),대구광역시 달성군 화원읍 화암로 120  ,달성군,화원읍,35.7986943979515,128.500496241474
389,달성군지회,명곡7리 경로당(명곡미래빌5단지),대구광역시 달성군 화원읍 명천로 243  ,달성군,화원읍,35.7983883582438,128.493085597568
390,달성군지회,본리1리 경로당,대구광역시 달성군 화원읍 인흥2길 91  ,달성군,화원읍,35.7889078491067,128.519685241307
391,달성군지회,본리2리 경로당,대구광역시 달성군 화원읍 마비정길 268  ,달성군,화원읍,35.778279762813,128.542375083412
392,달성군지회,본리3리 경로당(청탑아파트),대구광역시 달성군 화원읍 비슬로 2674  ,달성군,화원읍,35.8073713227516,128.50825325425
393,달성군지회,본리4리 경로당,대구광역시 달성군 화원읍 비슬로532길 27-56  ,달성군,화원읍,35.8044321309277,128.508264160056
394,달성군지회,본리5리 경로당(본리그린빌1단지),대구광역시 달성군 화원읍 명천로 57  ,달성군,화원읍,35.8043812318416,128.511261787475
395,달성군지회,본리6리 경로당(본리그린빌2단지),대구광역시 달성군 화원읍 성암로 25  ,달성군,화원읍,35.8009146397339,128.510221773283
396,달성군지회,논공읍노인회 경로당,대구광역시 달성군 논공읍 비슬로 1778  ,달성군,논공읍,35.773677012605,128.420629337223
397,달성군지회,노이1리 경로당(갈실),대구광역시 달성군 논공읍 노이길 408  ,달성군,논공읍,35.7550579696806,128.454900499018
398,달성군지회,노이2리 경로당,대구광역시 달성군 논공읍 노이길 205  ,달성군,논공읍,35.7605011368708,128.435329478072
399,달성군지회,노이3리 경로당(연화정),대구광역시 달성군 논공읍 노이1길 47-1  ,달성군,논공읍,35.7635087101999,128.427745729031
400,달성군지회,금포1리 경로당,대구광역시 달성군 논공읍 금포새터길 23  ,달성군,논공읍,35.7724301420317,128.426809569161
401,달성군지회,금포2리 경로당,대구광역시 달성군 논공읍 비슬로359길 33  ,달성군,논공읍,35.7773865402152,128.420644243616
402,달성군지회,금포3리 경로당,대구광역시 달성군 논공읍 봉동길 9-5  ,달성군,논공읍,35.7768705993092,128.433167861061
403,달성군지회,금포4리 경로당,대구광역시 달성군 논공읍 비슬로350길 58  ,달성군,논공읍,35.7679236979244,128.419576494193
404,달성군지회,금포5리 경로당(우신미가뷰),대구광역시 달성군 논공읍 금포로 75-20  ,달성군,논공읍,35.7690340467338,128.42693886887
405,달성군지회,삼리1리 경로당,대구광역시 달성군 논공읍 삼리1길 14  ,달성군,논공읍,35.7693390008476,128.408717948952
406,달성군지회,삼리2리 경로당,대구광역시 달성군 논공읍 안씩실길 61-1  ,달성군,논공읍,35.7629029304162,128.4112014846
407,달성군지회,삼리3리 경로당,대구광역시 달성군 논공읍 비슬로326길 13  ,달성군,논공읍,35.7661242480564,128.407399059706
408,달성군지회,위천1리 경로당,대구광역시 달성군 논공읍 위천1길 6  ,달성군,논공읍,35.762141033652,128.402878315811
409,달성군지회,위천2리 경로당,대구광역시 달성군 논공읍 비슬로306길 1-16  ,달성군,논공읍,35.7600726782302,128.399827667609
410,달성군지회,상1리 경로당,대구광역시 달성군 논공읍 걸미1길 29-2  ,달성군,논공읍,35.7509271512051,128.421178466878
411,달성군지회,상2리 경로당,대구광역시 달성군 논공읍 중동길 33  ,달성군,논공읍,35.7447772590787,128.430002132001
412,달성군지회,하1리 경로당,대구광역시 달성군 논공읍 약산덧재2길 2  ,달성군,논공읍,35.7429720763771,128.429852558132
413,달성군지회,하2리 경로당,대구광역시 달성군 논공읍 약산덧재길 218  ,달성군,논공읍,35.7425829129981,128.441182261304
414,달성군지회,남1리 경로당,대구광역시 달성군 논공읍 남리길 40-10(남리 656-16)  ,달성군,남리,35.7242364874181,128.449364625295
415,달성군지회,남2리 경로당,대구광역시 달성군 논공읍 논공로7길 30-9  ,달성군,논공읍,35.7298445107885,128.438759052738
416,달성군지회,남3리 경로당,대구광역시 달성군 논공읍 사촌길 16-5  ,달성군,논공읍,35.7293288438002,128.437651743492
417,달성군지회,남4리 경로당(삼주아파트),대구광역시 달성군 논공읍 논공로 7길 55  ,달성군,논공읍,35.7318632678643,128.440753101199
418,달성군지회,남5리 경로당(경일아파트),대구광역시 달성군 논공읍 논공로9길 39  ,달성군,논공읍,35.731657860894,128.439867190923
419,달성군지회,남6리 경로당(우방연합아파트),대구광역시 달성군 논공읍 논공중앙로22길 36  ,달성군,논공읍,35.7235136133516,128.449173049981
420,달성군지회,남7리 경로당(평광4차아파트),대구광역시 달성군 논공읍 남리길 7  ,달성군,논공읍,35.7261722087787,128.449799989428
421,달성군지회,남8리 경로당(주공아파트),대구광역시 달성군 논공읍 남리길 48  ,달성군,논공읍,35.7229362604167,128.450284517253
422,달성군지회,남9리 경로당(평광행복아파트),대구광역시 달성군 논공읍 논공중앙로22길 12  ,달성군,논공읍,35.7258147276456,128.44746337594
423,달성군지회,북1리 경로당,대구광역시 달성군 논공읍 북리2길 10-10  ,달성군,논공읍,35.7271436799151,128.451571525504
424,달성군지회,북2리 경로당,대구광역시 달성군 논공읍 논공로15길 20-5  ,달성군,논공읍,35.7300374662752,128.441633682285
425,달성군지회,북3리 경로당(평광3차아파트),대구광역시 달성군 논공읍 용호로 6  ,달성군,논공읍,35.7268885954745,128.446382819091
426,달성군지회,북4리 경로당(평광1.2차아파트),대구광역시 달성군 논공읍 논공로21길 15  ,달성군,논공읍,35.7308160785073,128.443055125596
427,달성군지회,북5리 경로당(청구아파트),대구광역시 달성군 논공읍 논공로7길 73  ,달성군,논공읍,35.7309471022307,128.441439640369
428,달성군지회,북6리 경로당,대구광역시 달성군 논공읍 논공로26길 12(서광빌라)  ,달성군,논공읍,35.7290076873658,128.448086580485
429,달성군지회,북7리 경로당(성원아파트),대구광역시 달성군 논공읍 논공로23길 14  ,달성군,논공읍,35.7306307564457,128.445752975174
430,달성군지회,다사읍노인회 경로당,대구광역시 달성군 다사읍 매곡로 12길 37  ,달성군,다사읍,35.864806459845,128.457304973104
431,달성군지회,매곡1리 경로당,대구광역시 달성군 다사읍 매곡안길 14  ,달성군,다사읍,35.8636642983529,128.455657429722
432,달성군지회,매곡2리 경로당,대구광역시 달성군 다사읍 다사로4길 1-16  ,달성군,다사읍,35.8629489485167,128.461943009431
433,달성군지회,매곡2리 경로당(연화리),대구광역시 달성군 다사읍 달구벌대로126길 58-1  ,달성군,다사읍,35.8543036057352,128.452138966927
434,달성군지회,매곡3리 경로당(동서아파트),대구광역시 달성군 다사읍 왕선로 49  ,달성군,다사읍,35.8639253704551,128.46323707683
435,달성군지회,매곡4리 경로당(삼산아파트),대구광역시 달성군 다사읍 달구벌대로 790  ,달성군,다사읍,35.8620308830376,128.458440805936
436,달성군지회,매곡5리 경로당(한서꼼빠니아아파트),대구광역시 달성군 다사읍 달구벌대로 802-1  ,달성군,다사읍,35.8607535509035,128.45943709386
437,달성군지회,매곡6리 경로당(강창우방아파트),대구광역시 달성군 다사읍 달구벌대로 770  ,달성군,다사읍,35.8613904699663,128.456312952426
438,달성군지회,매곡7리 경로당(강창그린빌),대구광역시 달성군 다사읍 달구벌대로 786  ,달성군,다사읍,35.8619024477677,128.457380663004
439,달성군지회,매곡8리 경로당(태왕드림아파트),대구광역시 달성군 다사읍 달구벌대로 802  ,달성군,다사읍,35.8616524975584,128.45973808812
440,달성군지회,다사주공1단지 경로당,대구광역시 달성군 다사읍 매곡로 14길 13  ,달성군,다사읍,35.8665682997764,128.456281376319
441,달성군지회,매곡9리(다사주공2차) 경로당,대구광역시 달성군 다사읍 매곡로 14길 11  ,달성군,다사읍,35.8670679827151,128.454914030806
442,달성군지회,매곡10리 경로당(하우젠트아너스빌),"대구광역시 달성군 다사읍 왕선로 26, 101동 706호(하우젠트 아너스빌)  ",달성군,다사읍,35.8601434033428,128.46519396728
443,달성군지회,매곡11리 경로당(죽곡휴먼시아1단지),대구광역시 달성군 다사읍 대실역북로1길6  ,달성군,다사읍,35.8595006843124,128.466081147027
444,달성군지회,매곡12리 경로당(동화아이위시),대구광역시 달성군 다사읍 대실역북로 55  ,달성군,다사읍,35.8618435601306,128.466321797576
445,달성군지회,매곡13리 경로당(청아람1단지),대구광역시 달성군 다사읍 대실역북로 38  ,달성군,다사읍,35.8609504210618,128.468114467113
446,달성군지회,매곡14리 경로당(청아람2단지),대구광역시 달성군 다사읍 대실역북로 26  ,달성군,다사읍,35.85958209772,128.467908011345
447,달성군지회,매곡15리 경로당(e편한세상),대구광역시 달성군 다사읍 다사역로 60  ,달성군,다사읍,35.8687256809379,128.456437439486
448,달성군지회,매곡17리 경로당,"대구광역시 달성군 다사읍 대실역북로5길 50-6, 202호  ",달성군,다사읍,35.864658696662,128.465103275693
449,달성군지회,매곡16리 경로당(한일유앤아이),대구광역시 달성군 다사읍 매곡로4길 9  ,달성군,다사읍,35.8636461912992,128.453349836744
450,달성군지회,매곡18리 경로당(청아람푸르지오1단지),대구광역시 달성군 다사읍 대실역북로 16  ,달성군,다사읍,35.8568166879977,128.468491762004
451,달성군지회,서재1리 경로당,대구광역시 달성군 다사읍 서재본2길 3  ,달성군,다사읍,35.8725739591102,128.494845428466
452,달성군지회,서재2리 경로당,대구광역시 달성군 다사읍 서재로 18길 5  ,달성군,다사읍,35.8713146611592,128.497372044245
453,달성군지회,서재3리 경로당(화진금봉아파트),대구광역시 달성군 다사읍 서재로 120  ,달성군,다사읍,35.8743801628208,128.497614533587
454,달성군지회,서재4리 경로당(보성1차아파트),대구광역시 달성군 다사읍 서재로 30길 17  ,달성군,다사읍,35.8758960606048,128.500309751446
455,달성군지회,서재5리 경로당(보성2차아파트),대구광역시 달성군 다사읍 서재로 30길 7  ,달성군,다사읍,35.8776738927574,128.497259765285
456,달성군지회,서재6리 경로당(우방아파트),대구광역시 달성군 다사읍 서재로 28길 39  ,달성군,다사읍,35.8742460380406,128.501247893795
457,달성군지회,서재7리 경로당(와룡건영캐스빌아파트),대구광역시 달성군 다사읍 서재로12길 41-16  ,달성군,다사읍,35.8673552343064,128.495326305861
458,달성군지회,서재8리 경로당(신성서화성파크드림),대구광역시 달성군 다사읍 서재로27길 42  ,달성군,다사읍,35.8752903591747,128.495543867715
459,달성군지회,서재9리 경로당(진흥더블파크),대구광역시 달성군 다사읍 서재로24길 29  ,달성군,다사읍,35.8731223198436,128.500863970375
460,달성군지회,서재10리 경로당(서재휴먼시아),대구광역시 달성군 다사읍 서재로 14길 2  ,달성군,다사읍,35.868304260938,128.496113598987
461,달성군지회,서재11리 경로당(동화아이위시1차),대구광역시 달성군 다사읍 서재로12길 38  ,달성군,다사읍,35.8671685251671,128.491005024746
462,달성군지회,서재12리 경로당(동화아이위시2차),대구광역시 달성군 다사읍 서재로7길 23  ,달성군,다사읍,35.8680950437825,128.490638873117
463,달성군지회,서재13리 경로당(동화아이위시3차),대구광역시 달성군 다사읍 서재로7길 25  ,달성군,다사읍,35.8708148387409,128.489693590381
464,달성군지회,죽곡1리 경로당,"대구광역시 달성군 다사읍 달구벌대로174길 18, 에덴빌 B동203호  ",달성군,다사읍,35.8584446584415,128.462232791369
465,달성군지회,죽곡2리 경로당,대구광역시 달성군 다사읍 강정길 30  ,달성군,다사읍,35.8444582410621,128.465502267052
466,달성군지회,죽곡3리 경로당(훼밀리아파트),대구광역시 달성군 다사읍 달구벌대로 842-7  ,달성군,다사읍,35.85928838905,128.461590832674
467,달성군지회,죽곡4리 경로당(태성아파트),대구광역시 달성군 다사읍 죽곡2길 6  ,달성군,다사읍,35.8570492983338,128.46182558376
468,달성군지회,죽곡5리 경로당(강창하이츠아파트),대구광역시 달성군 다사읍 달구벌대로 812  ,달성군,다사읍,35.8608977936212,128.461048487799
469,달성군지회,죽곡6리 경로당(e편한세상),대구광역시 달성군 다사읍 죽곡1길 42  ,달성군,다사읍,35.855182367603,128.461891594473
470,달성군지회,죽곡청아람리슈빌3단지 경로당(죽곡8리),대구광역시 달성군 다사읍 대실역남로 33  ,달성군,다사읍,35.8544290340405,128.46662756728
471,달성군지회,죽곡청아람리슈빌4단지 경로당(죽곡9리),대구광역시 달성군 다사읍 대실역남로 35  ,달성군,다사읍,35.854309649185,128.464890340014
472,달성군지회,죽곡청아람푸르지오2단지 경로당(죽곡7리),"대구광역시 달성군 다사읍 대실역남로 93, 죽곡청아람푸르지오2단지 209동  ",달성군,다사읍,35.851288806185,128.464968809573
473,달성군지회,죽곡11리 경로당(한신휴플러스),대구광역시 달성군 다사읍 대실역남로 50  ,달성군,다사읍,35.8531005144666,128.462838094657
474,달성군지회,죽곡12리 경로당(청아람5단지),대구광역시 달성군 다사읍 대실역남로11  ,달성군,다사읍,35.8563026617204,128.465252240515
475,달성군지회,죽곡13리 경로당(죽곡협성휴포레),대구광역시 달성군 다사읍 달구벌대로174길 50  ,달성군,다사읍,35.859484319931,128.459106071893
476,달성군지회,문양1리 경로당(용두골),대구광역시 달성군 다사읍 장귀미길 156  ,달성군,다사읍,35.8687723871085,128.425388335174
477,달성군지회,문양2리 경로당(아랫서부실),대구광역시 달성군 다사읍 문양역5길 99  ,달성군,다사읍,35.8734574865614,128.43596194317
478,달성군지회,문양2리 경로당(장귀미),대구광역시 달성군 다사읍 장귀미길 50  ,달성군,다사읍,35.8767168283912,128.425787108674
479,달성군지회,문양2리 경로당(윗서부실),대구광역시 달성군 다사읍 문양역5길 172  ,달성군,다사읍,35.8788922883508,128.438170435587
480,달성군지회,이천리 경로당,대구광역시 달성군 다사읍 다사로 69길 72-2   ,달성군,다사읍,35.8903113215837,128.465298725472
481,달성군지회,부곡리 경로당(가마실),대구광역시 달성군 다사읍 달구벌대로 109길 8  ,달성군,다사읍,35.8528503444886,128.440179874516
482,달성군지회,부곡리 경로당(새터),대구광역시 달성군 다사읍 부곡2길 7-1  ,달성군,다사읍,35.866925017443,128.444816322629
483,달성군지회,달천리 경로당,대구광역시 달성군 다사읍 다사로 494  ,달성군,다사읍,35.8873556217148,128.482004398826
484,달성군지회,박곡리 경로당,대구광역시 달성군 다사읍 다사로109길 41  ,달성군,다사읍,35.8873962810908,128.488712925307
485,달성군지회,문산리 경로당,대구광역시 달성군 다사읍 달구벌대로 92길 56  ,달성군,다사읍,35.8539020306302,128.431552324457
486,달성군지회,세천리 경로당(세천1리),대구광역시 달성군 다사읍 세천본길 18-4  ,달성군,다사읍,35.8760191746612,128.474873332954
487,달성군지회,세천2리 경로당(한라비발디),대구광역시 달성군 다사읍 세천로 187  ,달성군,다사읍,35.8773136759701,128.479760772997
488,달성군지회,세천3리 경로당(북죽곡엠코타운),대구광역시 달성군 다사읍 세천로 160  ,달성군,다사읍,35.8744209810175,128.480249064776
489,달성군지회,세천7리 경로당(제일풍경채프라임),"대구광역시 달성군 다사읍 세천남로 35, 201동  ",달성군,다사읍,35.8721162022292,128.478213127913
490,달성군지회,유가읍노인회 경로당,대구광역시 달성군 유가읍 유가길 25  ,달성군,유가,35.670512524142,128.452288723807
491,달성군지회,도의1리 경로당,대구광역시 달성군 유가읍 도의길 193  ,달성군,유가,35.6645490761951,128.456935792057
492,달성군지회,도의2리 경로당,대구광역시 달성군 유가읍 도의1길 6  ,달성군,유가,35.6641824868478,128.462679850085
493,달성군지회,도의3리 경로당,대구광역시 달성군 유가읍 도의길 92  ,달성군,유가,35.6596791950212,128.461763554243
494,달성군지회,한정1리 경로당,대구광역시 달성군 유가읍 달창로26길 115  ,달성군,유가,35.640293733921,128.465732018867
495,달성군지회,한정2리 경로당,대구광역시 달성군 유가읍 달창로25길 40  ,달성군,유가,35.6486809715338,128.46126601567
496,달성군지회,한정3리 경로당,대구광역시 달성군 유가읍 비슬로 34길 12  ,달성군,유가,35.6544278674574,128.452873043461
497,달성군지회,본말1리 경로당,대구광역시 달성군 유가읍 달창로 440  ,달성군,유가,35.6398714396117,128.485859528921
498,달성군지회,본말2리 경로당,대구광역시 달성군 유가읍 개실길 68  ,달성군,유가,35.6436125367675,128.50987113819
499,달성군지회,유곡1리 경로당,대구광역시 달성군 유가읍 유곡길 53  ,달성군,유가,35.6694137639394,128.47021421795
500,달성군지회,유곡2리 경로당,대구광역시 달성군 유가읍 유가길 49  ,달성군,유가,35.6704419901422,128.454175090052
501,달성군지회,쌍계1리 경로당,대구광역시 달성군 유가읍 유가북길 46-57  ,달성군,유가,35.6995151661913,128.462492512911
502,달성군지회,쌍계2리 경로당,대구광역시 달성군 유가읍 테크노순환로 440  ,달성군,유가,35.7023235777548,128.467802959661
503,달성군지회,쌍계4리 경로당(중흥S클래스),대구광역시 달성군 유가읍 테크노순환로 423  ,달성군,유가,35.6983037386358,128.468528473899
504,달성군지회,양리 경로당(양1리),대구광역시 달성군 유가읍 휴양림2길 25-5  ,달성군,유가,35.7016164478081,128.479875720656
505,달성군지회,양2리 경로당,대구광역시 달성군 유가읍 유가사1길 3-3  ,달성군,유가,35.7033930309085,128.495469063249
506,달성군지회,용봉2리 경로당,대구광역시 달성군 유가읍 용리길 12  ,달성군,유가,35.6813025481671,128.4702907236
507,달성군지회,용봉3리 경로당(용3리),대구광역시 달성군 유가읍 휴양림길 180-17  ,달성군,유가,35.6894747712388,128.502695325837
508,달성군지회,가태1리 경로당,대구광역시 달성군 유가읍 가태길 54  ,달성군,유가,35.6496602398889,128.472905863177
509,달성군지회,가태2리 경로당,대구광역시 달성군 유가읍 구례길 113  ,달성군,유가,35.6550764949225,128.469733393551
510,달성군지회,초곡리 경로당,대구광역시 달성군 유가읍 유가북길 222  ,달성군,유가,35.7129324233458,128.470803941374
511,달성군지회,음리 경로당,대구광역시 달성군 유가읍 음동길 79 (음리 110-2)  ,달성군,음리,35.6976586467544,128.484535865524
512,달성군지회,봉2리 경로당(화성파크드림),대구광역시 달성군 유가읍 테크노북로 165  ,달성군,유가,35.6981095441866,128.461301737498
513,달성군지회,봉3리 경로당(하나리움 퀸즈파크아파트),대구광역시 달성군 유가읍 테크노북로 164  ,달성군,유가,35.696416299565,128.461309837642
514,달성군지회,봉4리 경로당(테크노4단지),대구광역시 달성군 유가읍 테크노상업로 111  ,달성군,유가,35.6948479907093,128.461293041814
